FND,HND,LND,AUC_Psi,AUC_PsiN,Psi_max,Rh_mean,hole_events,partition_events,n_reconfigs,n_local,n_global,mean_dPsi_per_reconfig,hole_rate,AUC_Psi_per_round,AUC_PsiN_per_round,null_with_alt_local,total_with_alt_local,null_with_alt_global,total_with_alt_global,N,E0,strategy,seed,censored
0,340,3000,331.65327230294355,803.3593163218728,0.1416663199597591,0.6152748700510863,904,0,0,0,0,0.0,0.3013333333333333,0.1105510907676478,0.2677864387739576,0,0,0,0,30,1.0,static,14,True
164,295,541,32.42349238930906,68.13091131346847,0.0987132897529345,0.6205195717707381,137,0,285,0,285,1.1480203055025497e-07,0.2527675276752767,0.0598219416776919,0.1257027884012333,0,0,263,285,30,1.0,random,0,False
122,122,332,23.27119568686605,43.88743212645725,0.1099205844496351,0.6180250183672716,107,0,243,0,243,-5.888738567172517e-06,0.3213213213213213,0.0698834705311293,0.1317940904698415,0,0,128,243,30,1.0,random,1,False
190,244,295,11.895737158407918,23.145874657994067,0.1074042474069318,0.5933971795481067,19,0,94,0,94,-2.7286708203584163e-06,0.0641891891891891,0.0401883012108375,0.0781955224932232,0,0,32,94,30,1.0,random,2,False
228,239,499,34.745336339684044,84.96711624260132,0.1293371868118076,0.6296585552895662,131,0,301,0,301,2.442943465916182e-07,0.262,0.069490672679368,0.1699342324852026,0,0,158,301,30,1.0,random,3,False
105,224,224,11.8927410979171,22.074089720493102,0.1243890657658877,0.5518527860119294,18,0,105,0,105,-1.2171120740467775e-05,0.08,0.0528566271018537,0.0981070654244138,0,0,37,105,30,1.0,random,4,False
219,242,381,16.002366830792813,31.029735601300874,0.1000514737818576,0.6002544404167697,36,0,148,0,148,-9.61461902119808e-08,0.094240837696335,0.0418910126460544,0.0812296743489551,0,0,78,148,30,1.0,random,5,False
152,152,296,13.69724253505976,23.919067080291967,0.0937435550883004,0.5852104245685623,30,0,156,0,156,4.771702246748391e-07,0.101010101010101,0.0461186617342079,0.0805355793949224,0,0,55,156,30,1.0,random,6,False
157,206,283,14.885209130696524,26.50110415873732,0.1139080493528196,0.6147966422523183,40,0,122,0,122,-2.221255531629867e-06,0.1408450704225352,0.0524127082066779,0.0933137470378074,0,0,67,122,30,1.0,random,7,False
217,416,648,28.78338788147953,58.56761345032901,0.0946500110473084,0.5850544005673862,9,0,151,0,151,-2.6297569227063823e-06,0.0138674884437596,0.0443503665354075,0.0902428558556687,0,0,51,151,30,1.0,random,8,False
