FND,HND,LND,AUC_Psi,AUC_PsiN,Psi_max,Rh_mean,hole_events,partition_events,n_reconfigs,n_local,n_global,mean_dPsi_per_reconfig,N,E0,strategy,seed
127,262,800,66.81497296827263,138.3838771016525,0.11602551567675176,0.6202371092172921,27,6.0,58.0,32.0,26.0,0.0007689378878106191,60,1.0,eqopt,0
106,235,800,80.19051377415248,195.2329335462547,0.135803949481911,0.7095443892295211,73,9.0,109.0,38.0,71.0,0.0004584641660085226,60,1.0,eqopt,1
102,335,800,55.59547072959092,111.99232133511723,0.10401949316059807,0.654894612841742,23,7.0,56.0,34.0,22.0,0.000509149229355281,60,1.0,eqopt,2
97,800,800,39.04747783860655,87.70397254849743,0.0640345835833023,0.9626011907726257,756,0.0,0.0,0.0,0.0,0.0,60,1.0,static,0
98,800,800,39.62327640286725,89.52749426508726,0.06488120374879588,0.8506730536354375,628,0.0,0.0,0.0,0.0,0.0,60,1.0,static,1
92,800,800,37.04152252403288,78.59538628941965,0.05986586829574013,0.9265804913704783,737,0.0,0.0,0.0,0.0,0.0,60,1.0,static,2
630,800,800,6.169506829779337,31.409507300713663,0.01879353911354232,0.195508853889658,0,,,,,,60,1.0,LEACH,0
800,800,800,2.5431480547345098,10.414304156912205,0.00919420772285609,0.14893397813004713,1,,,,,,60,1.0,LEACH,1
800,800,800,4.60159295379932,21.16867204317436,0.016776326012468437,0.17562093226963987,1,,,,,,60,1.0,LEACH,2
416,800,800,8.330216201019516,182.5789724563763,0.022582250968714503,0.3970752523596688,96,,,,,,60,1.0,HEED,0
529,800,800,6.124574609447432,116.66202234615149,0.01699591997128567,0.314493569835898,52,,,,,,60,1.0,HEED,1
565,800,800,7.967712906535653,165.9368439012919,0.021449089215910704,0.3755912524706029,115,,,,,,60,1.0,HEED,2
403,800,800,7.767532096035387,16.046060542770217,0.017660080923820504,0.31991151887422337,6,,,,,,60,1.0,PEGASIS,0
266,800,800,11.585193181327519,23.44252756516647,0.023045880183460286,0.2418099949882275,0,,,,,,60,1.0,PEGASIS,1
255,800,800,10.964838518306136,21.139700375766488,0.020098324706555537,0.32462024461760863,5,,,,,,60,1.0,PEGASIS,2
